id,taste_cluster,taste_center_distance
133784,2,0.94360447
235003,8,0.5001118
140723,5,0.89577186
326839,2,0.9785155
467326,4,0.8776963
43669,9,0.81081504
73566,5,0.878139
449768,1,0.8547288
404661,3,0.93661076
381713,6,0.814918
257696,4,0.8495669
187606,2,1.0028571
91515,3,0.9164599
289891,3,0.79614884
412073,15,0.8649831
123746,9,0.8711139
206020,9,0.8862562
345595,3,0.85386705
129227,4,0.83847445
472955,4,0.8227209
17490,13,0.9902275
130002,6,0.8382041
53353,13,0.88788605
105756,2,0.9257109
307362,2,0.9829572
51803,1,0.7578933
438263,4,0.91589063
525649,1,0.9058548
115160,3,0.89807904
168222,9,0.8592398
140172,4,0.83458114
305112,2,0.9783993
53481,4,0.91768956
76887,4,0.8833766
392598,4,0.89136505
113197,15,0.8691997
398071,2,0.9536399
66527,0,0.92881423
184890,2,0.9188907
79046,4,0.9344268
356163,4,0.9047299
41673,6,0.82492375
506885,15,0.89500654
277539,2,0.90024906
169487,8,0.9959042
317587,5,0.86524135
20624,9,0.87237376
360232,2,0.92991203
246548,2,0.9956083
67446,10,0.7244162
153028,13,0.9309332
172651,5,0.61248934
348952,7,0.80749166
5276,4,0.8792924
140173,5,0.8021934
31184,2,0.90974444
164178,2,0.92892075
289025,7,0.7312781
287502,2,0.9827876
75079,4,0.8732107
147100,4,0.670978
233317,4,0.57998353
109793,0,0.87839556
291409,4,0.8832907
27275,10,0.84281296
282812,14,0.79851544
311608,15,0.87954396
382234,9,0.8843042
237391,2,0.9456085
266997,2,0.919966
21916,8,0.82960916
229451,15,0.9498122
204040,9,0.7972453
82287,2,0.94492406
302815,5,0.7771643
311842,1,0.8709883
531148,1,0.90701354
364157,9,0.8732619
411979,2,0.92251873
102832,13,0.9412627
246180,2,0.9063948
224908,13,0.9066575
364761,2,0.94732857
489337,2,0.99983037
262448,8,0.6768848
294427,9,0.8615545
328436,3,0.82318306
357228,6,0.7418412
50246,0,0.8786941
400187,15,0.7740816
67421,3,0.75641096
238815,14,0.8009637
240311,12,0.83207554
240314,0,0.9141586
242259,8,0.6463846
315063,2,0.9389682
503440,6,0.74068075
124275,4,0.7819612
450534,3,0.8809583
124279,0,0.8447127
400903,3,0.8382418
250900,13,1.0085411
50248,13,0.8771586
219485,0,0.7595183
454763,3,0.8886615
42363,0,0.8980114
160494,0,0.90200466
143942,3,0.79304236
394049,15,0.88649285
221166,15,0.8312288
254267,3,0.837887
109232,5,0.9094213
275691,15,0.83109725
404233,13,0.92139494
461235,13,1.0100584
107777,15,0.8733451
201094,3,0.8593018
245950,15,0.7230935
33561,9,0.88859737
366895,0,0.64906555
376468,10,0.9499683
392368,2,0.9343761
170336,12,0.71460605
471666,13,0.9860679
388578,3,0.8928586
360881,0,0.86578065
461437,0,0.8959911
144117,9,0.8415908
431624,2,0.9093675
312406,15,0.8450697
453243,2,1.0047865
79372,8,0.82045084
101260,2,0.9713088
100340,3,0.90983486
104571,9,0.86179876
108955,15,0.8571844
490759,8,0.7693447
105452,13,1.0184016
266037,13,1.0184016
496213,13,1.0256037
271663,8,0.47249666
400243,13,1.0028445
293320,4,0.8453709
260781,6,0.9810782
399828,13,0.98406994
501408,8,0.8384984
420062,4,0.8733026
448508,12,0.8169204
181244,5,0.7826693
256464,4,0.57608664
405737,9,0.81686425
315678,2,0.9723195
104927,4,0.88809425
44972,0,0.90058464
122791,6,0.84538186
100051,2,1.0041084
517511,4,0.85709476
43703,0,0.8947171
354010,14,0.8837049
195810,3,0.900619
66469,1,0.7008309
395471,3,0.8051136
458255,5,0.71799785
458467,13,0.9656545
143234,9,0.8476835
19281,6,0.85544676
249457,2,0.8958759
20930,1,0.89986223
246457,1,0.8267961
214264,8,0.882689
148362,9,0.83209735
77497,11,0.82723594
122497,8,0.7336036
85118,5,0.6313089
416599,13,0.9636207
193899,2,0.9769672
39280,2,0.96667594
203378,9,0.8286238
490284,2,0.9601935
289160,8,0.613934
513216,3,0.8967107
388669,10,0.63506305
320442,0,0.87530404
182904,2,1.0030497
422611,2,1.0001996
290008,8,0.5256605
427175,1,0.7014521
216014,0,0.9133283
144841,0,0.72436005
4764,10,0.584235
162657,1,0.68928105
250347,2,0.96837974
313624,13,0.9369482
160776,4,0.91429937
104732,0,0.6754841
138700,9,0.89486873
17231,4,0.88013846
472957,14,0.83843374
88418,2,0.9177613
106447,2,0.89498484
432997,5,0.76492023
37960,5,0.9119864
104967,1,0.8671621
227420,2,0.9905404
108497,2,0.97563773
305137,15,0.8246439
291796,2,0.90593565
478604,13,0.99993277
166483,2,0.9976915
102154,15,0.8485514
194068,2,0.92435586
61040,5,0.79528254
138235,2,0.9005534
240747,3,0.70122486
26954,4,0.87158245
383978,5,0.8349867
137992,10,0.8449401
531254,13,1.0241292
262501,8,0.47042793
385415,2,0.94270843
516214,6,0.770674
362558,13,0.97102803
19294,13,0.9176742
383923,2,0.9454762
187040,7,0.8529137
120462,10,0.87584424
136796,13,0.9720969
111625,3,0.8296513
170841,2,0.9243856
220280,2,0.9517003
297466,8,0.52855396
411923,11,0.83187443
132775,2,0.98982686
242513,11,0.72006464
108318,4,0.69632316
88051,3,0.81688243
393489,5,0.9017351
204404,10,0.8291856
60024,11,0.85731053
204393,3,0.8224461
208277,6,0.8521817
159357,11,0.7969841
419880,2,0.9737987
231411,5,0.91012
152441,13,0.9533834
254521,2,0.94414157
314185,5,0.85019076
102930,2,0.9497427
502982,1,0.92716867
65045,2,0.94805956
128544,3,0.94490165
377194,12,0.80704707
255242,1,0.9186428
301235,1,0.94431055
403839,6,0.8394229
281328,2,0.9368907
390745,1,0.8970874
391156,13,0.88837594
459271,4,0.92197794
323063,11,0.83733994
394192,13,1.012097
294421,4,0.8400923
257111,12,0.86521053
259806,13,0.9134279
300231,2,0.9402802
274469,8,0.61243427
273114,1,0.72272605
432661,14,0.8986953
263058,13,0.9149982
460167,1,0.96784925
276976,2,0.98228693
377279,13,0.8976001
280714,1,0.8924668
281314,11,0.8426236
270302,14,0.8769349
280453,11,0.79892
482075,7,0.8111905
390750,2,0.92264783
320542,2,0.90378386
281147,2,0.89519024
484819,5,0.8649914
269192,13,0.9577981
296176,4,0.6223552
344976,2,0.9999144
416640,6,0.82448953
307065,1,0.8460287
415334,10,0.51699764
388488,15,0.88088715
338331,9,0.66793084
187438,2,0.95958084
190279,9,0.8738524
42828,2,0.96522987
359316,15,0.8325402
101194,15,0.8619838
440735,9,0.91487837
182867,9,0.818912
824,8,0.8231265
368280,3,0.8220718
398956,2,0.9397688
474805,5,1.0031962
169968,0,0.941389
210455,2,0.99281824
186414,10,0.8216626
215973,5,0.8262775
119225,2,0.95453024
407166,5,0.8603803
136112,15,0.91120195
215918,5,0.8258703
353419,5,0.7548507
296654,10,0.9135164
114204,10,0.8745389
430737,5,0.7817564
285629,5,0.8456347
166082,5,0.8813615
110646,5,0.78327554
150333,5,0.8518831
33701,2,0.9412315
239647,5,0.87571424
406746,5,0.86560106
106244,5,0.7767376
36072,5,0.81497324
123408,5,0.8704708
277145,2,0.92264855
16263,10,0.8559603
51716,13,0.947079
79826,13,0.9216977
63069,2,0.97839355
418712,13,0.8627169
131286,7,0.69388366
455051,7,0.83867526
329728,4,0.84045434
112648,13,1.0167912
317798,15,0.8136046
374369,13,1.0115635
200373,13,0.97409475
187309,2,0.9639847
362546,10,0.5181537
81108,2,0.9916608
294521,4,0.8557851
468765,2,0.9670272
427261,6,0.7498958
309806,13,0.9682943
21428,13,0.9247812
66404,10,0.77604216
503736,4,0.7846613
200419,13,0.89363295
505748,6,0.903947
166653,2,0.9777009
525818,13,0.9902398
497554,2,0.98334044
258970,13,1.0034039
128027,10,0.5156145
472014,13,0.99692625
165096,4,0.63396823
48634,3,0.9397049
46636,2,0.94149005
520809,3,0.8277892
