recipe_id,row_index
42068,1891
90983,1892
423604,1893
455187,1894
306739,1895
219104,1896
58169,1897
189127,1898
456715,1899
124855,1900
115199,1901
111370,1902
482020,1903
286022,1904
482344,1905
16237,1906
500043,1907
526265,1908
172729,1909
327601,1910
395373,1911
236780,1912
286617,1913
435969,1914
126313,1915
398090,1916
126307,1917
499512,1918
425329,1919
64652,1920
50007,1921
455926,1922
456085,1923
169561,1924
136381,1925
189033,1926
184008,1927
220202,1928
428080,1929
455721,1930
193974,1931
428359,1932
455193,1933
120364,1934
232985,1935
456764,1936
439814,1937
456087,1938
228680,1939
169669,1940
457168,1941
173242,1942
287939,1943
455976,1944
2155,1945
229599,1946
229399,1947
353294,1948
292695,1949
309952,1950
171625,1951
309363,1952
454994,1953
173567,1954
430263,1955
455529,1956
85912,1957
134741,1958
310203,1959
172150,1960
25020,1961
141617,1962
130759,1963
337231,1964
336166,1965
184074,1966
29137,1967
173753,1968
375091,1969
456094,1970
78025,1971
457135,1972
71550,1973
309722,1974
348276,1975
141308,1976
177987,1977
456733,1978
269396,1979
252532,1980
337593,1981
455547,1982
127166,1983
93298,1984
455887,1985
212625,1986
405724,1987
143286,1988
172806,1989
504294,1990
221763,1991
289376,1992
346519,1993
410833,1994
261374,1995
183929,1996
55090,1997
322039,1998
216271,1999
170081,2000
238219,2001
303712,2002
339553,2003
14448,2004
535282,2005
172201,2006
12324,2007
270097,2008
146389,2009
105353,2010
452837,2011
32580,2012
338318,2013
468885,2014
404993,2015
242350,2016
33856,2017
336314,2018
284859,2019
240135,2020
441974,2021
293213,2022
287518,2023
249761,2024
361754,2025
109704,2026
48715,2027
78351,2028
485158,2029
74529,2030
421812,2031
366921,2032
368993,2033
482806,2034
369080,2035
305504,2036
418683,2037
453428,2038
320973,2039
316920,2040
70278,2041
31383,2042
151748,2043
324132,2044
136312,2045
233917,2046
80022,2047
150610,2048
32987,2049
483778,2050
308203,2051
238464,2052
359285,2053
234462,2054
301164,2055
315938,2056
88849,2057
171410,2058
483578,2059
225953,2060
326643,2061
91283,2062
301365,2063
221561,2064
171809,2065
261941,2066
512943,2067
153416,2068
29919,2069
335128,2070
244125,2071
326393,2072
354615,2073
279155,2074
319853,2075
174686,2076
167432,2077
205653,2078
289147,2079
149244,2080
165242,2081
381870,2082
160551,2083
475703,2084
444453,2085
436201,2086
39344,2087
57644,2088
321343,2089
96579,2090
42966,2091
64630,2092
21302,2093
499427,2094
281593,2095
524790,2096
530160,2097
530305,2098
314735,2099
530270,2100
148423,2101
174217,2102
403180,2103
373873,2104
307531,2105
442541,2106
329153,2107
463043,2108
375017,2109
249782,2110
377331,2111
170433,2112
127064,2113
517847,2114
363714,2115
385005,2116
236008,2117
173461,2118
245260,2119
307518,2120
425232,2121
183997,2122
455487,2123
5234,2124
425294,2125
82546,2126
312713,2127
395214,2128
126833,2129
320506,2130
154951,2131
290003,2132
504007,2133
120299,2134
64501,2135
63543,2136
355588,2137
232507,2138
178276,2139
23957,2140
171596,2141
185878,2142
67689,2143
57254,2144
49023,2145
232950,2146
54168,2147
325061,2148
392462,2149
152390,2150
228696,2151
169029,2152
313942,2153
106183,2154
108634,2155
152031,2156
351691,2157
120135,2158
462351,2159
352359,2160
188282,2161
233809,2162
113269,2163
136771,2164
321093,2165
502445,2166
35390,2167
420759,2168
436,2169
242179,2170
211838,2171
87117,2172
20823,2173
324044,2174
430300,2175
232548,2176
390586,2177
244477,2178
123373,2179
180767,2180
455543,2181
464769,2182
464767,2183
479888,2184
501370,2185
307882,2186
499903,2187
186857,2188
300405,2189
171427,2190
175975,2191
504820,2192
261664,2193
131387,2194
409058,2195
148821,2196
62887,2197
409088,2198
315560,2199
253037,2200
50337,2201
315595,2202
276396,2203
316670,2204
8842,2205
373551,2206
71458,2207
182347,2208
189955,2209
516687,2210
140769,2211
27685,2212
98694,2213
88005,2214
72179,2215
401857,2216
386997,2217
126285,2218
303710,2219
256573,2220
454285,2221
406715,2222
434147,2223
235399,2224
277332,2225
117076,2226
25400,2227
239270,2228
101951,2229
356932,2230
330018,2231
88443,2232
341036,2233
241578,2234
298414,2235
509612,2236
335545,2237
293479,2238
156533,2239
356701,2240
159732,2241
319005,2242
224376,2243
309748,2244
442717,2245
4205,2246
23501,2247
300771,2248
203802,2249
351745,2250
123691,2251
174879,2252
275198,2253
60058,2254
97727,2255
27454,2256
361979,2257
430874,2258
308695,2259
97699,2260
415810,2261
243909,2262
104734,2263
381157,2264
157211,2265
314531,2266
437996,2267
98649,2268
99247,2269
86589,2270
174782,2271
187391,2272
417187,2273
370746,2274
246273,2275
285862,2276
373540,2277
365567,2278
428687,2279
311250,2280
171619,2281
424048,2282
197058,2283
354343,2284
309498,2285
361279,2286
232676,2287
352938,2288
233567,2289
233490,2290
171689,2291
501197,2292
465251,2293
347654,2294
44666,2295
454725,2296
361524,2297
128190,2298
400682,2299
125847,2300
399800,2301
335816,2302
298401,2303
62703,2304
440023,2305
25622,2306
349426,2307
252780,2308
97066,2309
390636,2310
265565,2311
123758,2312
238120,2313
42391,2314
34833,2315
63441,2316
272069,2317
209382,2318
213318,2319
347656,2320
74732,2321
254947,2322
250787,2323
54608,2324
304144,2325
376330,2326
370604,2327
141332,2328
164295,2329
292226,2330
316190,2331
312190,2332
365331,2333
165205,2334
150622,2335
101429,2336
175254,2337
302595,2338
142384,2339
357897,2340
414085,2341
217545,2342
231161,2343
245211,2344
83575,2345
411114,2346
167958,2347
493780,2348
454919,2349
37829,2350
28879,2351
69170,2352
406474,2353
213671,2354
398975,2355
468870,2356
239831,2357
37313,2358
28533,2359
328254,2360
202414,2361
215867,2362
139285,2363
369137,2364
289893,2365
489028,2366
356035,2367
109394,2368
500000,2369
292295,2370
295190,2371
52971,2372
117542,2373
67666,2374
150598,2375
412091,2376
199813,2377
92837,2378
259164,2379
214986,2380
385091,2381
